Sample 	Min_coverage	Max_coverage	Average_coverage	Min_quality	Max_quality	Average_quality	%_Missing_sites(N)
HU-38-EX2-OT2-UNI_A_NP	 211	 2593	 1897.32	 32.71	 38.40	 37.36	 0.00
HU-38-EX2-OT2-UNI_A_NS	 414	 3895	 2736.16	 33.36	 38.21	 37.31	 0.00
HU-38-EX2-OT2-UNI_A_PA	 180	 1060	 740.30	 34.97	 38.55	 37.47	 0.00
HU-38-EX2-OT2-UNI_A_PB1	 48	 2794	 1113.40	 35.07	 38.33	 37.56	 0.13
HU-38-EX2-OT2-UNI_A_PB2	 440	 2711	 1737.45	 35.30	 38.27	 37.44	 0.00
HU-39-EX1-OT1-MBT_A_HA_H1	 52	 439	 302.86	 35.22	 38.62	 37.50	 0.00
HU-39-EX1-OT1-MBT_A_MP	 1607	 12108	 9006.81	 34.83	 38.30	 37.58	 0.00
HU-39-EX1-OT1-MBT_A_NA_N1	 342	 2741	 2019.54	 35.97	 38.53	 37.76	 0.00
HU-39-EX1-OT1-MBT_A_NP	 185	 1467	 1132.79	 32.40	 38.45	 37.49	 0.00
HU-39-EX1-OT1-MBT_A_NS	 1487	 7418	 5712.53	 33.66	 38.24	 37.48	 0.00
HU-39-EX1-OT1-MBT_A_PA	 123	 3117	 672.43	 35.73	 38.74	 37.58	 0.00
HU-39-EX1-OT1-MBT_A_PB1	 113	 639	 217.42	 35.38	 38.75	 37.63	 0.00
HU-39-EX1-OT1-MBT_A_PB2	 210	 5359	 867.88	 35.49	 38.52	 37.57	 0.00
HU-39-EX1-OT1-MBT2_A_HA_H1	 19	 120	 82.92	 34.54	 38.87	 37.19	 4.52
HU-39-EX1-OT1-MBT2_A_MP	 721	 6027	 4470.36	 34.19	 38.27	 37.50	 0.00
HU-39-EX1-OT1-MBT2_A_NA_N1	 93	 454	 328.02	 35.58	 38.57	 37.56	 0.00
HU-39-EX1-OT1-MBT2_A_NP	 29	 198	 151.23	 32.45	 38.49	 37.25	 1.07
HU-39-EX1-OT1-MBT2_A_NS	 655	 3402	 2603.08	 33.42	 38.24	 37.36	 0.00
HU-39-EX1-OT1-MBT2_A_PA	 32	 2235	 445.23	 34.79	 38.80	 37.44	 46.19
HU-39-EX1-OT1-MBT2_A_PB1	 37	 322	 93.56	 33.98	 38.69	 37.35	 30.59
HU-39-EX1-OT1-MBT2_A_PB2	 46	 3391	 458.81	 34.99	 38.83	 37.43	 1.97
HU-39-EX1-OT1-UNI_A_HA_H1	 74	 1753	 880.88	 35.17	 38.60	 37.61	 0.00
HU-39-EX1-OT1-UNI_A_MP	 441	 5485	 3924.00	 34.50	 38.34	 37.59	 0.00
HU-39-EX1-OT1-UNI_A_NA_N1	 37	 343	 226.67	 35.77	 38.76	 37.63	 2.41
HU-39-EX1-OT1-UNI_A_NP	 51	 759	 554.56	 32.24	 38.52	 37.38	 0.00
HU-39-EX1-OT1-UNI_A_NS	 675	 5232	 3828.09	 33.55	 38.28	 37.48	 0.00
HU-39-EX1-OT1-UNI_A_PA	 133	 3327	 738.00	 35.44	 38.64	 37.56	 0.00
HU-39-EX1-OT1-UNI_A_PB1	 95	 522	 194.18	 35.75	 38.64	 37.60	 0.00
HU-39-EX1-OT1-UNI_A_PB2	 343	 5343	 975.32	 35.72	 38.34	 37.61	 0.00
HU-39-EX1-OT2-MBT_A_HA_H1	 439	 2513	 1916.72	 35.46	 38.38	 37.50	 0.00
HU-39-EX1-OT2-MBT_A_MP	 763	 6550	 4761.51	 33.98	 38.32	 37.52	 0.00
HU-39-EX1-OT2-MBT_A_NA_N1	 369	 3034	 2166.16	 35.82	 38.50	 37.60	 0.00
HU-39-EX1-OT2-MBT_A_NP	 250	 2152	 1630.16	 31.90	 38.34	 37.34	 0.00
HU-39-EX1-OT2-MBT_A_NS	 1058	 6436	 4776.58	 33.10	 38.24	 37.39	 0.00
HU-39-EX1-OT2-MBT_A_PA	 69	 2487	 586.48	 34.08	 38.57	 37.46	 0.00
HU-39-EX1-OT2-MBT_A_PB1	 138	 1191	 344.65	 35.51	 38.49	 37.50	 0.00
HU-39-EX1-OT2-MBT_A_PB2	 441	 3265	 830.43	 35.48	 38.44	 37.42	 0.00
HU-39-EX1-OT2-UNI_A_HA_H1	 61	 1557	 828.92	 35.58	 38.57	 37.52	 0.00
HU-39-EX1-OT2-UNI_A_MP	 615	 6756	 4862.06	 34.65	 38.36	 37.60	 0.00
HU-39-EX1-OT2-UNI_A_NA_N1	 195	 2844	 2089.90	 35.69	 38.37	 37.65	 0.00
HU-39-EX1-OT2-UNI_A_NP	 241	 3018	 2245.83	 32.58	 38.32	 37.44	 0.00
HU-39-EX1-OT2-UNI_A_NS	 307	 2848	 2046.31	 33.71	 38.43	 37.49	 0.00
HU-39-EX1-OT2-UNI_A_PA	 122	 620	 234.02	 34.91	 38.63	 37.58	 0.00
HU-39-EX1-OT2-UNI_A_PB1	 66	 741	 393.64	 35.64	 38.59	 37.67	 0.00
HU-39-EX1-OT2-UNI_A_PB2	 216	 1101	 500.11	 35.16	 38.39	 37.55	 0.00
HU-39-EX2-OT1-MBT_A_HA_H1	 46	 365	 274.94	 35.31	 38.57	 37.56	 0.41
HU-39-EX2-OT1-MBT_A_MP	 1442	 10964	 8075.73	 34.98	 38.31	 37.59	 0.00
HU-39-EX2-OT1-MBT_A_NA_N1	 174	 930	 676.24	 35.64	 38.53	 37.63	 0.00
HU-39-EX2-OT1-MBT_A_NP	 62	 298	 239.23	 31.77	 38.51	 37.37	 0.00
HU-39-EX2-OT1-MBT_A_NS	 1206	 5697	 4340.16	 33.43	 38.24	 37.44	 0.00
HU-39-EX2-OT1-MBT_A_PA	 21	 1119	 251.17	 33.39	 38.87	 37.50	 38.38
HU-39-EX2-OT1-MBT_A_PB1	 161	 810	 349.71	 35.82	 38.50	 37.66	 0.00
HU-39-EX2-OT1-MBT_A_PB2	 133	 2227	 459.89	 35.53	 38.54	 37.56	 0.00
HU-39-EX2-OT1-MBT2_A_HA_H1	 39	 339	 245.05	 35.11	 38.65	 37.58	 0.59
HU-39-EX2-OT1-MBT2_A_MP	 1293	 10839	 7970.45	 34.46	 38.28	 37.51	 0.00
HU-39-EX2-OT1-MBT2_A_NA_N1	 138	 876	 627.56	 35.75	 38.48	 37.59	 0.00
HU-39-EX2-OT1-MBT2_A_NP	 48	 288	 226.33	 31.79	 38.41	 37.14	 0.20
HU-39-EX2-OT1-MBT2_A_NS	 1047	 5681	 4340.92	 33.10	 38.24	 37.35	 0.00
HU-39-EX2-OT1-MBT2_A_PA	 27	 1122	 240.73	 32.03	 38.78	 37.33	 27.00
HU-39-EX2-OT1-MBT2_A_PB1	 124	 738	 346.01	 35.70	 38.53	 37.62	 0.00
HU-39-EX2-OT1-MBT2_A_PB2	 164	 2104	 467.46	 35.92	 38.56	 37.57	 0.00
HU-39-EX2-OT1-UNI_A_HA_H1	 60	 871	 644.54	 35.34	 38.41	 37.50	 0.00
HU-39-EX2-OT1-UNI_A_MP	 733	 6617	 4829.71	 34.82	 38.31	 37.55	 0.00
HU-39-EX2-OT1-UNI_A_NA_N1	 52	 882	 657.94	 35.57	 38.51	 37.60	 0.00
HU-39-EX2-OT1-UNI_A_NP	 182	 2116	 1663.59	 32.54	 38.37	 37.40	 0.00
HU-39-EX2-OT1-UNI_A_NS	 438	 3576	 2537.86	 33.95	 38.30	 37.43	 0.00
HU-39-EX2-OT1-UNI_A_PA	 312	 1571	 626.89	 35.39	 38.54	 37.52	 0.00
HU-39-EX2-OT1-UNI_A_PB1	 147	 1483	 1029.49	 35.78	 38.48	 37.67	 0.00
HU-39-EX2-OT1-UNI_A_PB2	 703	 2828	 1583.23	 35.88	 38.35	 37.60	 0.00
HU-39-EX2-OT2-MBT_A_HA_H1	 422	 2617	 2045.49	 35.78	 38.52	 37.55	 0.00
HU-39-EX2-OT2-MBT_A_MP	 1123	 10027	 7246.95	 34.60	 38.33	 37.59	 0.00
HU-39-EX2-OT2-MBT_A_NA_N1	 459	 3879	 2800.17	 35.58	 38.50	 37.61	 0.00
HU-39-EX2-OT2-MBT_A_NP	 410	 3834	 3067.02	 32.35	 38.38	 37.40	 0.00
HU-39-EX2-OT2-MBT_A_NS	 1279	 8660	 6455.80	 33.32	 38.26	 37.42	 0.00
HU-39-EX2-OT2-MBT_A_PA	 235	 1634	 594.27	 35.31	 38.60	 37.58	 0.00
HU-39-EX2-OT2-MBT_A_PB1	 102	 935	 318.61	 35.65	 38.79	 37.69	 0.00
HU-39-EX2-OT2-MBT_A_PB2	 874	 2668	 1456.93	 35.84	 38.35	 37.59	 0.00
HU-39-EX2-OT2-UNI_A_HA_H1	 249	 3714	 2431.15	 35.33	 38.40	 37.56	 0.00
HU-39-EX2-OT2-UNI_A_MP	 389	 4634	 3350.87	 34.67	 38.31	 37.54	 0.00
HU-39-EX2-OT2-UNI_A_NA_N1	 183	 2585	 1905.07	 35.56	 38.45	 37.63	 0.00
HU-39-EX2-OT2-UNI_A_NP	 173	 2391	 1770.30	 32.21	 38.35	 37.34	 0.00
HU-39-EX2-OT2-UNI_A_NS	 409	 3935	 2792.84	 33.87	 38.35	 37.44	 0.00
HU-39-EX2-OT2-UNI_A_PA	 265	 1483	 682.44	 35.26	 38.69	 37.53	 0.00
HU-39-EX2-OT2-UNI_A_PB1	 58	 1684	 722.38	 35.62	 38.58	 37.71	 0.00
HU-39-EX2-OT2-UNI_A_PB2	 490	 2575	 1627.93	 35.82	 38.29	 37.55	 0.00
HU-40-EX1-OT1-MBT_A_HA_H1	 5	 48	 32.49	 33.74	 39.00	 37.35	 99.94
HU-40-EX1-OT1-MBT_A_MP	 212	 1703	 1272.81	 34.21	 38.30	 37.47	 0.00
HU-40-EX1-OT1-MBT_A_NA_N1	 16	 144	 104.72	 34.62	 38.60	 37.53	 6.09
HU-40-EX1-OT1-MBT_A_NP	 11	 128	 86.21	 32.27	 38.74	 37.15	 7.34
HU-40-EX1-OT1-MBT_A_NS	 200	 1292	 966.21	 33.05	 38.34	 37.32	 0.00
HU-40-EX1-OT1-MBT_A_PA	 3	 1513	 213.15	 30.33	 39.33	 37.32	 72.63
HU-40-EX1-OT1-MBT_A_PB1	 3	 173	 30.25	 30.89	 39.40	 37.58	 78.73
HU-40-EX1-OT1-MBT_A_PB2	 13	 965	 183.44	 33.59	 39.06	 37.66	 68.30
HU-40-EX1-OT1-MBT2_A_HA_H1	 5	 41	 28.22	 29.50	 39.00	 37.66	 99.94
HU-40-EX1-OT1-MBT2_A_MP	 383	 2674	 1963.46	 34.38	 38.37	 37.54	 0.00
HU-40-EX1-OT1-MBT2_A_NA_N1	 13	 105	 72.19	 32.55	 38.92	 37.60	 9.92
HU-40-EX1-OT1-MBT2_A_NP	 15	 91	 69.97	 32.20	 38.75	 37.41	 6.74
HU-40-EX1-OT1-MBT2_A_NS	 362	 1800	 1376.99	 32.93	 38.26	 37.39	 0.00
HU-40-EX1-OT1-MBT2_A_PA	 5	 2357	 327.11	 28.00	 39.00	 37.10	 71.93
HU-40-EX1-OT1-MBT2_A_PB1	 4	 282	 51.73	 31.14	 39.17	 37.33	 73.49
HU-40-EX1-OT1-MBT2_A_PB2	 15	 1610	 297.29	 33.14	 38.90	 37.38	 61.38
HU-40-EX1-OT1-UNI_A_HA_H1	 23	 476	 218.58	 36.11	 38.96	 37.67	 3.11
HU-40-EX1-OT1-UNI_A_MP	 504	 5277	 3847.19	 34.79	 38.38	 37.65	 0.00
HU-40-EX1-OT1-UNI_A_NA_N1	 14	 314	 233.95	 35.95	 38.61	 37.76	 2.48
HU-40-EX1-OT1-UNI_A_NP	 174	 1728	 1403.15	 32.27	 38.37	 37.50	 0.00
HU-40-EX1-OT1-UNI_A_NS	 181	 1667	 1248.33	 33.69	 38.36	 37.44	 0.00
HU-40-EX1-OT1-UNI_A_PA	 56	 1653	 270.73	 35.23	 38.82	 37.67	 0.00
HU-40-EX1-OT1-UNI_A_PB1	 21	 309	 75.93	 34.81	 38.90	 37.79	 61.49
HU-40-EX1-OT1-UNI_A_PB2	 266	 2051	 625.53	 35.68	 38.47	 37.67	 0.00
HU-40-EX1-OT2-MBT_A_HA_H1	 339	 2403	 1345.16	 34.70	 38.40	 37.52	 0.00
HU-40-EX1-OT2-MBT_A_MP	 773	 6594	 4753.54	 34.74	 38.20	 37.48	 0.00
HU-40-EX1-OT2-MBT_A_NA_N1	 299	 2358	 1775.00	 35.14	 38.43	 37.56	 0.00
HU-40-EX1-OT2-MBT_A_NP	 220	 2053	 1521.45	 32.65	 38.32	 37.27	 0.00
HU-40-EX1-OT2-MBT_A_NS	 1033	 6673	 5022.98	 33.21	 38.22	 37.32	 0.00
HU-40-EX1-OT2-MBT_A_PA	 38	 2538	 441.03	 33.76	 38.62	 37.25	 8.13
HU-40-EX1-OT2-MBT_A_PB1	 49	 1516	 313.48	 34.88	 38.52	 37.41	 0.22
HU-40-EX1-OT2-MBT_A_PB2	 330	 4156	 1008.09	 34.99	 38.38	 37.48	 0.00
HU-40-EX1-OT2-UNI_A_HA_H1	 91	 7590	 2946.87	 35.38	 38.56	 37.55	 0.00
HU-40-EX1-OT2-UNI_A_MP	 479	 5906	 4220.20	 34.35	 38.20	 37.47	 0.00
HU-40-EX1-OT2-UNI_A_NA_N1	 204	 2893	 2151.72	 35.31	 38.43	 37.52	 0.00
HU-40-EX1-OT2-UNI_A_NP	 205	 2756	 2012.11	 32.21	 38.34	 37.33	 0.00
HU-40-EX1-OT2-UNI_A_NS	 638	 6159	 4486.08	 33.39	 38.26	 37.35	 0.00
HU-40-EX1-OT2-UNI_A_PA	 43	 3074	 431.91	 34.33	 38.58	 37.43	 5.20
HU-40-EX1-OT2-UNI_A_PB1	 135	 1985	 890.20	 35.90	 38.58	 37.65	 0.00
HU-40-EX1-OT2-UNI_A_PB2	 441	 3592	 985.38	 35.52	 38.25	 37.46	 0.00
HU-40-EX2-OT1-MBT_A_HA_H1	 49	 477	 361.91	 35.47	 38.58	 37.49	 0.24
HU-40-EX2-OT1-MBT_A_MP	 1195	 9216	 6722.97	 34.56	 38.32	 37.55	 0.00
HU-40-EX2-OT1-MBT_A_NA_N1	 158	 1629	 1198.64	 34.97	 38.52	 37.67	 0.00
HU-40-EX2-OT1-MBT_A_NP	 96	 943	 743.24	 32.49	 38.32	 37.28	 0.00
HU-40-EX2-OT1-MBT_A_NS	 1276	 7460	 5625.03	 33.26	 38.29	 37.36	 0.00
HU-40-EX2-OT1-MBT_A_PA	 19	 1463	 231.12	 34.53	 39.00	 37.53	 50.60
HU-40-EX2-OT1-MBT_A_PB1	 138	 902	 348.07	 35.57	 38.57	 37.65	 0.00
HU-40-EX2-OT1-MBT_A_PB2	 76	 1541	 329.47	 34.93	 38.54	 37.45	 0.00
HU-40-EX2-OT1-MBT2_A_HA_H1	 5	 44	 28.16	 33.00	 39.00	 37.37	 99.94
HU-40-EX2-OT1-MBT2_A_MP	 259	 2281	 1673.70	 34.10	 38.31	 37.50	 0.00
HU-40-EX2-OT1-MBT2_A_NA_N1	 12	 114	 78.88	 34.85	 38.77	 37.56	 14.25
HU-40-EX2-OT1-MBT2_A_NP	 15	 72	 53.85	 33.40	 38.85	 37.32	 27.04
HU-40-EX2-OT1-MBT2_A_NS	 251	 1233	 947.21	 32.42	 38.30	 37.34	 0.00
HU-40-EX2-OT1-MBT2_A_PA	 2	 482	 72.02	 25.00	 39.20	 37.13	 76.30
HU-40-EX2-OT1-MBT2_A_PB1	 27	 122	 54.67	 33.91	 38.88	 37.53	 59.87
HU-40-EX2-OT1-MBT2_A_PB2	 11	 796	 154.57	 31.94	 38.91	 37.42	 61.25
HU-40-EX2-OT1-UNI_A_HA_H1	 58	 1030	 654.56	 35.24	 38.47	 37.42	 0.00
HU-40-EX2-OT1-UNI_A_MP	 441	 4222	 2984.14	 34.26	 38.20	 37.40	 0.00
HU-40-EX2-OT1-UNI_A_NA_N1	 16	 403	 278.40	 35.40	 38.75	 37.38	 2.20
HU-40-EX2-OT1-UNI_A_NP	 83	 1067	 807.42	 32.92	 38.29	 37.18	 0.00
HU-40-EX2-OT1-UNI_A_NS	 333	 3019	 2121.08	 33.12	 38.23	 37.22	 0.00
HU-40-EX2-OT1-UNI_A_PA	 114	 1434	 306.10	 34.82	 38.57	 37.33	 0.00
HU-40-EX2-OT1-UNI_A_PB1	 67	 602	 377.28	 35.39	 38.66	 37.49	 0.00
HU-40-EX2-OT1-UNI_A_PB2	 605	 2453	 934.24	 35.43	 38.25	 37.36	 0.00
HU-40-EX2-OT2-MBT_A_HA_H1	 276	 2159	 1480.93	 35.51	 38.48	 37.56	 0.00
HU-40-EX2-OT2-MBT_A_MP	 820	 7211	 5244.49	 34.80	 38.22	 37.52	 0.00
HU-40-EX2-OT2-MBT_A_NA_N1	 296	 2551	 1884.71	 35.50	 38.51	 37.60	 0.00
HU-40-EX2-OT2-MBT_A_NP	 299	 2479	 1926.15	 32.38	 38.30	 37.33	 0.00
HU-40-EX2-OT2-MBT_A_NS	 1048	 7062	 5280.42	 33.56	 38.28	 37.39	 0.00
HU-40-EX2-OT2-MBT_A_PA	 117	 2281	 490.90	 35.25	 38.52	 37.50	 0.00
HU-40-EX2-OT2-MBT_A_PB1	 80	 1356	 359.55	 35.27	 38.69	 37.66	 0.00
HU-40-EX2-OT2-MBT_A_PB2	 730	 4258	 1362.80	 35.57	 38.23	 37.51	 0.00
HU-40-EX2-OT2-UNI_A_HA_H1	 127	 5967	 2604.88	 35.39	 38.54	 37.62	 0.00
HU-40-EX2-OT2-UNI_A_MP	 690	 8100	 5847.19	 34.55	 38.30	 37.54	 0.00
HU-40-EX2-OT2-UNI_A_NA_N1	 181	 2910	 2081.92	 35.48	 38.50	 37.65	 0.00
HU-40-EX2-OT2-UNI_A_NP	 281	 3565	 2776.39	 32.21	 38.30	 37.38	 0.00
HU-40-EX2-OT2-UNI_A_NS	 678	 6351	 4684.68	 33.64	 38.33	 37.39	 0.00
HU-40-EX2-OT2-UNI_A_PA	 186	 1625	 462.64	 35.29	 38.63	 37.57	 0.00
HU-40-EX2-OT2-UNI_A_PB1	 116	 2709	 1182.90	 35.85	 38.44	 37.69	 0.00
HU-40-EX2-OT2-UNI_A_PB2	 847	 4241	 1659.50	 35.77	 38.25	 37.54	 0.00
HU-31-EX1-OT1-MBT_A_HA_H3	 21	 106	 73.96	 33.07	 38.95	 37.38	 17.86
HU-31-EX1-OT1-MBT_A_MP	 864	 6308	 4612.94	 32.06	 38.28	 37.41	 0.00
HU-31-EX1-OT1-MBT_A_NA_N2	 74	 935	 208.91	 34.41	 38.86	 37.55	 0.00
HU-31-EX1-OT1-MBT_A_NP	 79	 741	 527.99	 31.55	 38.31	 37.18	 0.00
HU-31-EX1-OT1-MBT_A_NS	 170	 951	 743.45	 32.71	 38.45	 37.52	 0.00
HU-31-EX1-OT1-MBT_A_PA	 1	 32833	 4818.85	 16.00	 39.00	 37.54	 68.77
HU-31-EX1-OT1-MBT_A_PB1	 1	 10639	 1550.09	 24.00	 39.25	 37.31	 56.40
HU-31-EX1-OT1-MBT_A_PB2	 4	 16455	 1505.44	 28.43	 39.00	 37.42	 67.38
HU-31-EX1-OT1-MBT2_A_HA_H3	 6	 40	 25.92	 24.67	 38.60	 35.61	 99.94
HU-31-EX1-OT1-MBT2_A_MP	 183	 1299	 935.90	 28.88	 37.74	 35.54	 0.00
HU-31-EX1-OT1-MBT2_A_NA_N2	 30	 433	 86.78	 31.89	 38.53	 36.21	 54.09
HU-31-EX1-OT1-MBT2_A_NP	 27	 186	 138.17	 29.52	 38.06	 35.28	 2.34
HU-31-EX1-OT1-MBT2_A_NS	 16	 125	 95.49	 29.83	 37.79	 35.58	 6.32
HU-31-EX1-OT1-MBT2_A_PA	 1	 11299	 1738.82	 12.00	 39.00	 35.48	 70.53
HU-31-EX1-OT1-MBT2_A_PB1	 1	 4739	 721.13	 13.00	 40.00	 35.79	 57.05
HU-31-EX1-OT1-MBT2_A_PB2	 1	 7868	 803.57	 14.00	 39.33	 35.65	 69.78
HU-31-EX1-OT1-UNI_A_HA_H3	 113	 569	 427.46	 32.83	 38.58	 36.70	 0.00
HU-31-EX1-OT1-UNI_A_MP	 397	 4054	 2975.88	 30.56	 38.12	 36.75	 0.00
HU-31-EX1-OT1-UNI_A_NA_N2	 68	 692	 213.05	 34.55	 38.67	 37.06	 0.00
HU-31-EX1-OT1-UNI_A_NP	 103	 1052	 790.62	 31.54	 38.17	 36.62	 0.00
HU-31-EX1-OT1-UNI_A_NS	 70	 432	 323.89	 31.74	 38.42	 37.06	 0.00
HU-31-EX1-OT1-UNI_A_PA	 6	 28002	 3722.98	 30.50	 39.00	 36.83	 57.85
HU-31-EX1-OT1-UNI_A_PB1	 11	 14022	 2239.77	 30.71	 38.67	 36.75	 44.57
HU-31-EX1-OT1-UNI_A_PB2	 10	 14297	 1422.39	 30.70	 39.00	 36.91	 61.38
HU-31-EX1-OT2-MBT_A_HA_H3	 243	 1069	 831.75	 32.82	 38.47	 37.10	 0.00
HU-31-EX1-OT2-MBT_A_MP	 861	 5629	 4254.14	 31.57	 38.10	 37.19	 0.00
HU-31-EX1-OT2-MBT_A_NA_N2	 137	 1368	 462.10	 35.31	 38.67	 37.43	 0.00
HU-31-EX1-OT2-MBT_A_NP	 256	 1974	 1448.32	 31.73	 38.28	 36.96	 0.00
HU-31-EX1-OT2-MBT_A_NS	 77	 325	 224.79	 33.86	 38.64	 37.58	 0.00
HU-31-EX1-OT2-MBT_A_PA	 4	 9429	 1384.36	 28.60	 39.00	 37.49	 61.11
HU-31-EX1-OT2-MBT_A_PB1	 8	 3804	 655.92	 32.50	 39.00	 37.58	 55.56
HU-31-EX1-OT2-MBT_A_PB2	 9	 5483	 590.84	 31.79	 38.88	 37.01	 64.58
HU-31-EX1-OT2-UNI_A_HA_H3	 838	 6063	 4362.69	 31.92	 38.34	 37.10	 0.00
HU-31-EX1-OT2-UNI_A_MP	 2069	 20507	 15235.70	 31.54	 38.16	 37.15	 0.00
HU-31-EX1-OT2-UNI_A_NA_N2	 136	 1115	 620.76	 35.15	 38.54	 37.31	 0.00
HU-31-EX1-OT2-UNI_A_NP	 486	 4589	 3265.72	 31.93	 38.10	 36.96	 0.00
HU-31-EX1-OT2-UNI_A_NS	 126	 820	 617.82	 32.60	 38.49	 37.44	 0.00
HU-31-EX1-OT2-UNI_A_PA	 15	 14092	 2068.99	 31.96	 38.68	 37.15	 46.79
HU-31-EX1-OT2-UNI_A_PB1	 83	 4705	 971.25	 32.77	 38.60	 37.22	 0.00
HU-31-EX1-OT2-UNI_A_PB2	 61	 6901	 946.29	 33.56	 38.68	 37.11	 0.00
HU-31-EX2-OT1-MBT_A_HA_H3	 78	 375	 270.22	 33.08	 38.42	 36.84	 0.00
HU-31-EX2-OT1-MBT_A_MP	 1212	 7790	 5764.90	 31.60	 38.01	 36.90	 0.00
HU-31-EX2-OT1-MBT_A_NA_N2	 102	 716	 445.56	 34.75	 38.52	 37.10	 0.00
HU-31-EX2-OT1-MBT_A_NP	 196	 1536	 1095.80	 31.79	 38.03	 36.59	 0.00
HU-31-EX2-OT1-MBT_A_NS	 1591	 8513	 6374.58	 31.74	 38.24	 37.10	 0.00
HU-31-EX2-OT1-MBT_A_PA	 15	 14418	 2177.01	 32.46	 38.91	 37.06	 60.69
HU-31-EX2-OT1-MBT_A_PB1	 8	 6517	 1230.53	 31.75	 39.00	 37.22	 41.27
HU-31-EX2-OT1-MBT_A_PB2	 22	 10279	 1156.82	 32.21	 38.68	 36.87	 49.58
HU-31-EX2-OT1-MBT2_A_HA_H3	 71	 266	 195.31	 32.63	 38.66	 37.26	 0.00
HU-31-EX2-OT1-MBT2_A_MP	 1289	 9042	 6656.44	 31.73	 38.20	 37.28	 0.00
HU-31-EX2-OT1-MBT2_A_NA_N2	 128	 895	 597.24	 35.25	 38.50	 37.37	 0.00
HU-31-EX2-OT1-MBT2_A_NP	 242	 2003	 1452.91	 31.14	 38.19	 37.04	 0.00
HU-31-EX2-OT1-MBT2_A_NS	 1317	 6745	 5261.88	 31.71	 38.39	 37.51	 0.00
HU-31-EX2-OT1-MBT2_A_PA	 5	 18261	 2740.18	 32.27	 39.00	 37.49	 59.01
HU-31-EX2-OT1-MBT2_A_PB1	 22	 7434	 1325.03	 33.61	 38.88	 37.51	 36.00
HU-31-EX2-OT1-MBT2_A_PB2	 21	 11970	 1319.71	 33.42	 38.86	 37.21	 43.10
HU-31-EX2-OT1-UNI_A_HA_H3	 358	 2061	 1622.45	 33.22	 38.55	 37.49	 0.00
HU-31-EX2-OT1-UNI_A_MP	 654	 6016	 4126.05	 32.63	 38.40	 37.53	 0.00
HU-31-EX2-OT1-UNI_A_NA_N2	 23	 447	 136.81	 35.52	 38.90	 37.85	 3.26
HU-31-EX2-OT1-UNI_A_NP	 456	 4677	 3566.89	 32.20	 38.39	 37.39	 0.00
HU-31-EX2-OT1-UNI_A_NS	 389	 2544	 2034.66	 32.40	 38.40	 37.61	 0.00
HU-31-EX2-OT1-UNI_A_PA	 85	 25702	 3310.66	 34.66	 38.69	 37.65	 0.00
HU-31-EX2-OT1-UNI_A_PB1	 73	 13029	 2502.24	 35.01	 38.69	 37.71	 0.00
HU-31-EX2-OT1-UNI_A_PB2	 227	 19779	 2239.94	 35.36	 38.72	 37.58	 0.00
HU-31-EX2-OT2-MBT_A_HA_H3	 594	 4042	 2857.88	 32.26	 38.31	 36.88	 0.00
HU-31-EX2-OT2-MBT_A_MP	 894	 5665	 4252.59	 32.01	 38.10	 37.05	 0.00
HU-31-EX2-OT2-MBT_A_NA_N2	 326	 2345	 1683.72	 34.59	 38.29	 37.08	 0.00
HU-31-EX2-OT2-MBT_A_NP	 673	 6112	 4316.25	 31.71	 38.04	 36.68	 0.00
HU-31-EX2-OT2-MBT_A_NS	 721	 3318	 2484.05	 31.93	 38.29	 37.34	 0.00
HU-31-EX2-OT2-MBT_A_PA	 10	 6017	 897.78	 31.42	 38.83	 37.38	 58.32
HU-31-EX2-OT2-MBT_A_PB1	 17	 2695	 529.09	 31.71	 38.77	 37.28	 36.75
HU-31-EX2-OT2-MBT_A_PB2	 78	 3876	 539.54	 33.57	 38.70	 37.01	 0.00
HU-31-EX2-OT2-UNI_A_HA_H3	 581	 5186	 3707.22	 31.54	 38.24	 36.79	 0.00
HU-31-EX2-OT2-UNI_A_MP	 620	 6007	 4403.87	 31.26	 38.01	 36.95	 0.00
HU-31-EX2-OT2-UNI_A_NA_N2	 133	 1456	 1017.60	 31.99	 38.14	 36.96	 0.00
HU-31-EX2-OT2-UNI_A_NP	 378	 4767	 3234.59	 31.22	 38.00	 36.68	 0.00
HU-31-EX2-OT2-UNI_A_NS	 497	 3388	 2511.69	 31.22	 38.28	 37.27	 0.00
HU-31-EX2-OT2-UNI_A_PA	 27	 4720	 740.39	 32.61	 38.68	 37.01	 44.61
HU-31-EX2-OT2-UNI_A_PB1	 49	 2091	 533.61	 32.50	 38.60	 37.04	 0.13
HU-31-EX2-OT2-UNI_A_PB2	 44	 2844	 385.46	 33.43	 38.67	 37.02	 2.54
HU-32-EX1-OT1-MBT_A_HA_H3	 432	 3500	 2399.23	 32.14	 38.35	 37.10	 0.00
HU-32-EX1-OT1-MBT_A_MP	 3412	 23737	 17384.90	 31.40	 38.20	 37.30	 0.00
HU-32-EX1-OT1-MBT_A_NA_N2	 294	 2446	 1724.81	 31.33	 38.32	 37.24	 0.00
HU-32-EX1-OT1-MBT_A_NP	 483	 4755	 3236.83	 31.25	 38.23	 37.01	 0.00
HU-32-EX1-OT1-MBT_A_NS	 2146	 11753	 8934.17	 31.24	 38.40	 37.47	 0.00
HU-32-EX1-OT1-MBT_A_PA	 48	 22792	 4015.40	 34.25	 38.48	 37.24	 0.56
